VehicleID,EdgeIDp,EdgeID,X,Y
vehicle_0,-E76,E51,-415.2366511736569,-107.24684935965774
vehicle_1,E59,-E84,320.6879681040761,-355.49107166730425
vehicle_2,E66,-E74,279.7465743139372,-168.93870388469125
vehicle_3,-E53,-E74,98.90756525267699,-167.71340273559275
vehicle_4,-E84,E76,-332.02545731950386,56.67382439373273
vehicle_5,-E55,-E71,340.4826377553034,70.5264576686991
vehicle_6,-E84,-E29,-330.292526001488,32.73073769163403
vehicle_7,-E53,E63,78.13700627005329,-140.81569955800197
vehicle_8,-E29,E13,-72.99376466523569,-156.94724808830762
vehicle_9,-E71,-E64,-202.8840586996946,-50.06357716615298
vehicle_10,-E14,-E50,134.01180388338474,69.72774347895847
vehicle_11,-E9,E59,15.352079497229113,-61.9913869120449
vehicle_12,E56,-E56,393.3603663706712,-133.04288345752033
vehicle_13,-E53,E41,109.6583587011691,-131.89911407519423
vehicle_14,E19,E71,-150.65052678444601,-22.486165030731627
vehicle_15,-E84,-E68,-360.7846383232717,37.61109970762658
vehicle_16,-E82,-E55,-379.7441945008536,5.418844164749203
vehicle_17,E60,E4,94.85144350762522,-365.1249992705776
vehicle_18,E12,-E40,96.16035774137384,76.8164257071627
vehicle_19,-E55,-E74,394.4346866185478,-65.84551548635642
vehicle_20,E44,E47,-138.30027792395947,-371.2219616580608
vehicle_21,-E55,-E45,312.41094989460606,-71.29809745706757
vehicle_22,-E67,E47,165.09753376825955,-236.8997587945839
vehicle_23,E70,E39,98.10002934431014,-318.2807034806652
vehicle_24,E52,-E77,60.2101402170386,-230.7365790718717
vehicle_25,-E29,-E73,16.114844147288125,-111.60051181296103
vehicle_26,-E37,-E65,-140.47561198085265,-257.4794048673212
vehicle_27,-E56,-E35,434.2561439657922,-5.341160622092218
vehicle_28,E69,-E74,84.00382254223683,-275.0318011286177
vehicle_29,-E66,-E62,265.066046362695,-154.34209327343572
vehicle_30,-E32,-E43,-169.81797695637778,-196.78525537088888
vehicle_31,-E53,-E64,103.17468409358816,-131.3288544043295
vehicle_32,E54,E76,186.11689242113454,-149.71145523073739
vehicle_33,-E45,E34,-2.4658135464272846,-350.8206510110556
vehicle_34,E47,-E43,-47.90765333099813,-225.86799796946877
vehicle_35,E36,E12,-232.87352470527782,-279.95363879118565
vehicle_36,-E65,-E64,341.469388786225,-148.76969813012724
vehicle_37,-E74,-E52,-457.01451509609586,-229.83136628703815
vehicle_38,E54,-E21,201.23450769393975,-140.07271746397097
vehicle_39,-E43,E62,-416.54201464890156,-349.41643190756946
vehicle_40,-E72,-E62,-280.64660260700657,-133.3639075137153
vehicle_41,E75,-E54,-479.1229392035753,-149.31149608201332
vehicle_42,-E74,-E74,-377.26220444962496,-278.264817224823
vehicle_43,-E53,-E63,61.34761682031791,-116.76686328945465
vehicle_44,E82,-E15,-401.6972116346549,57.742966537204154
vehicle_45,-E55,-E14,321.6398940873741,-32.81692429692299
vehicle_46,-E68,E12,239.34798082922833,-259.5103268746741
vehicle_47,-E54,E42,181.8258895393597,-92.10861625791074
vehicle_48,-E34,-E43,-195.39010588643515,-244.36502274136907
vehicle_49,-E55,-E77,403.2179549791603,5.713138450303973
vehicle_50,-E72,E70,-278.50936397842224,-167.623837480299
vehicle_51,E73,E28,-324.69656586605794,-154.8636882104801
vehicle_52,-E83,-E54,-474.5847990184054,-39.301624040590525
vehicle_53,E12,E76,97.1974909636711,77.64162747079934
vehicle_54,E31,-E0,8.536020260207522,-179.94523378425654
vehicle_55,E82,-E74,-406.3412063591551,47.86029758231035
vehicle_56,E42,-E31,-318.7437266137166,-304.9637104030485
vehicle_57,E51,E44,4.9662567550672065,-219.8508589371086
vehicle_58,-E7,-E71,205.48418111969187,-19.62154204975576
vehicle_59,E62,E68,318.4493116284022,-313.24765666784003
vehicle_60,E45,-E47,-67.60490172155755,-303.7872279015507
vehicle_61,-E55,E53,290.15426761092743,12.368749817458706
vehicle_62,-E84,-E44,-357.3934308747342,14.043516526524968
vehicle_63,-E39,-E7,-158.93283838400095,-235.35183599689
vehicle_64,-E55,E16,383.2356396664713,63.3717388716143
vehicle_65,E67,-E8,178.091950312645,-194.17367163102202
vehicle_66,E54,-E64,224.52136559343575,-136.66727180192896
vehicle_67,E67,-E36,141.16609235064328,-203.735181901617
vehicle_68,E76,-E28,-412.5679914775131,-127.7711766585038
vehicle_69,-E84,-E72,-350.80885001830984,3.9190959039215727
vehicle_70,E52,-E37,98.54855382757745,-213.33227569845744
vehicle_71,-E14,-E84,280.6861716858271,63.4727961129102
vehicle_72,-E72,E29,-287.36050250427843,40.24267905555797
vehicle_73,E47,E16,-96.21527120092014,-249.80947368388613
vehicle_74,-E55,-E21,392.7831809664197,-43.15423201922323
vehicle_75,-E44,-E36,-200.09773839812505,-356.91428785721723
