VehicleID,EdgeIDp,EdgeID,X,Y
vehicle_0,E82,-E55,-454.79998147167703,33.250705709418526
vehicle_1,E15,E43,122.95631071457666,15.260877547476582
vehicle_2,E21,E37,-62.37267063486064,-32.146945015322444
vehicle_3,-E55,-E14,378.9189824646991,-36.88278587571881
vehicle_4,-E74,E3,-433.852972707771,-276.4469883551809
vehicle_5,-E74,-E74,-481.15123408345266,-275.2299739030105
vehicle_6,-E14,-E29,156.09208294581532,68.29495815684612
vehicle_7,-E15,-E65,173.28879289565867,22.01765018163468
vehicle_8,-E68,E36,162.3059394264331,-285.98197627415465
vehicle_9,-E16,E65,94.2906420625954,42.507053293038666
vehicle_10,E69,E64,128.38895123031836,-249.42050546897332
vehicle_11,-E55,E68,319.821496681968,-9.202855324710185
vehicle_12,-E53,E82,125.04759952828573,-187.92756440061837
vehicle_13,-E74,E60,-495.46283671434065,-270.89657090848243
vehicle_14,E69,E59,91.03500351193185,-267.98529281399226
vehicle_15,-E15,-E55,164.01721493136216,18.814657352568986
vehicle_16,-E73,-E45,-340.68463503672024,-231.03669127416669
vehicle_17,-E68,E55,209.40273994405226,-278.14471255872576
vehicle_18,-E10,E60,-22.45007225260133,-4.977279162187699
vehicle_19,E55,-E55,374.2553589970101,-110.55577412378847
vehicle_20,-E31,E29,40.339828537841925,-135.6956073495313
vehicle_21,-E55,-E65,290.069534787598,-57.79345949259999
vehicle_22,-E82,E60,-471.1728257621229,-17.587369011779174
vehicle_23,-E74,-E55,-457.403496465577,-174.3481647714806
vehicle_24,-E36,E82,-327.6373216204578,-264.80476507716696
vehicle_25,E60,E70,231.24750971439659,-358.1824214631827
vehicle_26,-E74,E70,-417.46190258897667,-279.12900917031664
vehicle_27,-E14,E40,223.88577637747056,71.13772473110635
vehicle_28,E72,-E55,-326.47694201414066,-105.3594904897285
vehicle_29,-E43,E44,-434.03787551207097,-339.82920009748767
vehicle_30,E60,E82,222.87905118661212,-343.81874297403425
vehicle_31,-E9,-E29,37.95302680100491,-89.50484649564345
vehicle_32,-E52,E65,71.44744854014988,-204.87429986161644
vehicle_33,E82,-E43,-475.11939908792027,25.911790606882562
vehicle_34,E41,E52,-237.52487052589066,-157.58560540319112
vehicle_35,-E31,E42,-4.904650852967791,-145.31125494562428
vehicle_36,E8,-E76,83.32774316579929,-21.352215381172527
vehicle_37,E35,E82,-330.6961456352052,-259.23252090117234
vehicle_38,-E74,-E55,-459.9595453461357,-230.10308261643252
vehicle_39,-E55,E67,385.4851616110554,57.804474906384826
vehicle_40,-E55,-E45,348.83073691400836,-68.64431244785743
vehicle_41,E39,E42,-145.50349034966854,-208.2855929869117
vehicle_42,E42,-E55,-302.8561625195571,-306.64366860752955
vehicle_43,-E55,-E84,299.70116431936975,-89.89592382142808
vehicle_44,-E7,-E72,155.18908975914434,11.663647524690191
vehicle_45,E55,-E35,306.9406351530552,-126.86646232376114
vehicle_46,E71,E58,-240.06321850794245,-22.32586685462985
vehicle_47,E60,-E67,258.6163877588211,-353.73464480383245
vehicle_48,-E62,E63,282.6544089379757,-320.0343467533234
vehicle_49,-E77,-E43,-391.8503065729558,-120.01508134826673
vehicle_50,-E74,-E73,-479.50737028274636,-370.7064870215284
vehicle_51,-E9,-E71,8.949247578992697,-59.842067523248886
vehicle_52,-E55,E41,355.1251523267379,4.047529411199662
vehicle_53,-E67,-E74,186.80425741978144,-222.4276371911258
vehicle_54,E65,-E15,300.0228232984321,-192.57762641029083
vehicle_55,E52,E52,42.4713240667798,-278.347592089456
vehicle_56,E41,E3,-224.58517604155463,-128.83200405808938
vehicle_57,-E68,-E43,230.82217615012422,-265.7620000271705
vehicle_58,E60,-E14,94.86685698995979,-367.98023513597536
vehicle_59,-E33,-E47,-226.83906087050855,-188.80090965485982
vehicle_60,E70,-E43,82.81564937611955,-351.21898334141554
vehicle_61,-E28,E10,-2.3928548731494743,-89.06768359765158
vehicle_62,-E55,-E41,339.44865740711117,29.719444224538677
vehicle_63,-E63,-E64,387.65154867008874,-279.24528079431195
vehicle_64,E60,E35,109.07912771988805,-370.9945033783472
vehicle_65,-E66,-E31,267.0867911128959,-174.2595550102108
vehicle_66,E67,E55,244.6047854927827,-179.71846126473005
vehicle_67,-E74,E36,-476.740092463484,-175.3183354962469
vehicle_68,E60,-E74,211.69219179439057,-347.679004174287
vehicle_69,E71,-E53,-270.4262849541749,37.62486965545213
vehicle_70,E30,E42,-23.884186897270922,-169.18333671516154
vehicle_71,-E8,-E55,156.00726440884006,-45.35192300802407
vehicle_72,E68,-E73,212.47005769809772,-294.77830855691224
vehicle_73,-E79,-E43,-424.1107046976664,-93.02485057553326
vehicle_74,-E74,-E28,-411.2790907118745,-282.79905623482125
vehicle_75,-E14,-E52,160.18178300715357,67.14758615651186
vehicle_76,-E51,-E34,-11.687834908445666,-210.75688826418872
vehicle_77,E70,-E79,100.25405651410068,-333.49411930434326
vehicle_78,-E55,E72,377.56936380150927,-24.715734924760625
vehicle_79,-E84,E47,-321.3858050003622,26.38562056954362
vehicle_80,E82,-E35,-455.61469833380175,14.639512961767252
vehicle_81,-E68,-E55,74.40056596019423,-291.12207220136656
vehicle_82,-E71,-E55,-225.18103704402182,-51.26577961373971
vehicle_83,E55,-E72,325.55598968892076,-113.07563446756956
vehicle_84,-E55,E6,292.2667186362109,-39.1890183498096
vehicle_85,-E50,E39,-59.48193134123591,-217.67521218082868
vehicle_86,-E30,E67,-12.967269276574598,-181.45286572240857
vehicle_87,-E55,-E44,385.10315820493616,36.98610451642344
vehicle_88,E78,E73,-363.80264607799376,-83.37616985834177
vehicle_89,-E40,E52,-124.18825447604155,-125.54634904322756
vehicle_90,-E29,-E31,-73.70811068183463,-156.6031159750213
vehicle_91,E8,-E55,67.14109448419816,-37.891468988114696
vehicle_92,E82,E37,-438.6325210061364,36.250451321690946
vehicle_93,-E73,E68,-278.2621748970017,-182.05252224663548
vehicle_94,E71,E44,-201.52485656695603,-6.879476430347893
vehicle_95,-E8,-E55,65.5238566402964,-69.9754535316012
vehicle_96,-E60,-E73,212.78663842407894,-369.93865219608585
vehicle_97,-E32,E71,-141.30078614288095,-166.306402463288
vehicle_98,E63,E59,414.73495496515267,-293.57106086330435
vehicle_99,E84,E72,-328.5870340737351,-29.499554123601797
vehicle_100,E55,E43,297.9167352968429,-127.4947603824204
vehicle_101,-E74,-E37,-475.7851586399818,-228.80273620280562
vehicle_102,-E74,-E84,-475.28367326032185,-355.58437232764385
vehicle_103,E4,E51,-58.61477714415622,44.653843668421416
vehicle_104,-E69,E68,144.44219570470437,-245.89247453345013
vehicle_105,-E36,E46,-235.32369700758676,-270.0036733928855
vehicle_106,E79,-E78,-458.57508280827557,-40.64767147606693
vehicle_107,-E82,-E84,-419.26017383185336,-18.928663922947464
vehicle_108,-E55,-E55,385.2147342021081,30.508777471176813
vehicle_109,E8,E71,73.24289333746543,-34.31834546239912
vehicle_110,E62,E42,297.51042507926496,-305.571119649469
vehicle_111,E62,E63,289.2058182247766,-286.3925026156861
vehicle_112,-E16,-E15,70.59353286931406,51.07945479064489
vehicle_113,-E83,-E15,-498.3977262226995,-3.669484926438315
vehicle_114,E63,E63,343.36752971531865,-310.01276930307444
vehicle_115,-E31,E66,16.077370098047084,-129.03190377689918
vehicle_116,E72,-E55,-313.9859753066439,-74.45456176664817
vehicle_117,E16,E68,93.88916078396306,63.825516079003535
vehicle_118,-E32,-E43,-131.70551798646397,-142.67228993918394
vehicle_119,-E84,-E52,-303.7920680791194,-0.3774940533735389
vehicle_120,E5,-E37,26.001666080082316,-16.020576764112548
vehicle_121,E67,E41,233.56628928139895,-188.04903590932201
vehicle_122,-E15,E82,115.79701957957747,50.1696620866432
vehicle_123,-E82,E74,-416.7778628300357,-30.85250841039931
vehicle_124,-E55,-E36,380.7399944015622,-52.33050301268332
vehicle_125,-E32,E57,-144.74280093016012,-181.91862613201778
vehicle_126,-E55,E39,328.4253286473375,-50.74149704744184
vehicle_127,-E79,E76,-409.1181240561913,-78.59040130370806
vehicle_128,E35,-E3,-300.69390218479214,-238.02085835133232
vehicle_129,-E56,-E57,430.1179243565684,72.07276995721105
vehicle_130,-E7,-E54,129.5013824662936,4.300242389032462
vehicle_131,-E45,-E60,-35.92620968281926,-345.70908934509674
vehicle_132,-E36,-E73,-232.70678818110207,-259.6943056041848
vehicle_133,-E82,-E68,-478.5134938068716,-27.377436125968075
vehicle_134,-E79,-E76,-459.08719643892147,-94.74812721635692
vehicle_135,E33,-E76,-224.3416412131064,-199.71927905274725
vehicle_136,-E74,-E67,-490.9242265099117,-221.52925532667277
vehicle_137,E77,-E47,-394.820569823244,-158.8705722139065
vehicle_138,E5,E15,19.237541992966896,-1.6930233423088907
vehicle_139,-E10,-E74,-24.203881951328356,-34.91473951147083
vehicle_140,E68,E43,198.52270173237292,-315.29591515528296
vehicle_141,-E53,E82,100.7918828845157,-105.57543424860131
vehicle_142,-E3,-E55,18.151507825953274,35.65179134215265
vehicle_143,E70,-E52,13.460082472221586,-364.43704419434846
vehicle_144,E7,E82,123.04333276985216,-24.751142215232733
vehicle_145,E65,-E8,357.64022867334364,-222.68640301547035
vehicle_146,-E9,-E15,16.631277672693443,-41.57735743882165
vehicle_147,E67,E69,176.27951485538046,-192.88663250767075
vehicle_148,-E54,-E53,129.65020113893382,-96.91922295552149
vehicle_149,E42,E74,-374.2097890321139,-289.64257200764064
vehicle_150,-E21,E76,-48.41557394976206,-53.8707793582912
vehicle_151,E70,-E56,101.34184321019808,-348.22126476802805
vehicle_152,E71,-E72,-238.60721728775428,10.306818803973783
vehicle_153,-E55,E4,324.68178343237236,65.20169943987361
vehicle_154,-E84,E4,-338.7510098911231,4.605522620763509
vehicle_155,-E82,-E56,-394.88293887016687,16.787246639432055
vehicle_156,E34,-E55,-230.6869741289928,-211.31333458712965
vehicle_157,E73,-E44,-365.37711993060435,-160.11534101581313
vehicle_158,E68,-E84,189.08308158707945,-304.25532187562516
vehicle_159,-E36,-E53,-220.52346657584644,-256.6274303592126
vehicle_160,E71,E42,-248.9759964921764,-14.639086053674077
vehicle_161,-E74,-E45,-478.2635461194518,-317.3388765810322
vehicle_162,-E62,E79,265.04087198658607,-326.1032899275131
vehicle_163,E29,E52,-28.08065672423919,-119.7584793863088
vehicle_164,-E9,-E74,35.321920185198735,-74.00059917262638
vehicle_165,E62,E70,313.7757581227864,-340.938523402627
vehicle_166,-E50,-E40,-77.59720385208408,-186.3864523443915
vehicle_167,-E57,E51,436.69222842889184,-245.6988301576529
vehicle_168,-E55,-E74,409.47116302966964,80.0468621149538
vehicle_169,-E74,-E14,-459.3228173759003,-216.0068239661194
vehicle_170,-E83,-E35,-492.6592604576588,-34.2654396714438
vehicle_171,-E74,-E43,-454.63060143444466,-266.00049972715
vehicle_172,-E57,-E43,423.64754228132466,-208.5147396049813
vehicle_173,-E37,E41,-142.48400370111483,-251.90501725215617
vehicle_174,-E43,-E72,-402.02433703775944,-371.07647115608495
vehicle_175,E6,E53,107.5427801373823,-3.3490650477304484
vehicle_176,-E55,-E54,298.55586044615615,-55.010865463157586
vehicle_177,E63,-E6,348.48825450410294,-304.80892376011434
vehicle_178,-E44,E37,-163.71591556547884,-311.9955012926845
vehicle_179,-E55,E12,305.1803625567863,-30.55850610224013
vehicle_180,-E54,-E74,232.3082837786447,-49.390915044629764
vehicle_181,E72,-E34,-301.74063657776276,-109.10558834224395
vehicle_182,-E84,E75,-370.9588878171098,29.670339101126444
vehicle_183,E57,-E74,416.5773694561681,-191.797893859698
vehicle_184,-E36,-E21,-291.6923946282343,-266.1007817198822
vehicle_185,-E71,-E8,-239.1365189132053,-62.47913665195546
vehicle_186,E42,-E43,-391.9165546392182,-299.85966624302347
vehicle_187,-E82,-E44,-408.02409841504766,-9.932763728086968
vehicle_188,E55,-E39,324.0750415874691,-134.0072196874012
vehicle_189,E51,-E54,2.0260517980350983,-272.98535984426184
vehicle_190,E39,-E53,-120.2703928133302,-206.14708448102243
vehicle_191,-E40,-E28,-109.99628128342238,-83.78922796521971
vehicle_192,-E7,-E32,211.83984399326647,2.9162798597402
vehicle_193,E77,-E41,-389.86509644814663,-151.43280020672447
vehicle_194,-E53,-E73,85.90300627155312,-109.63097992943693
vehicle_195,-E68,E65,155.79001163251036,-279.82887740006515
vehicle_196,-E55,-E31,391.68310808945347,40.90219241910688
vehicle_197,E5,-E47,7.846060753636323,-10.828925692449843
vehicle_198,-E64,-E43,262.19800015924733,-244.11593602851485
vehicle_199,-E8,-E55,69.60499997291953,-76.65156337409462
vehicle_200,E53,-E13,168.49425977822847,-153.7576832959899
vehicle_201,E33,-E15,-201.31672262263356,-206.64031482479467
vehicle_202,-E16,-E77,102.552042333526,45.557029143581985
vehicle_203,E40,E84,-145.1857531548277,-61.835686977885246
vehicle_204,-E79,E82,-442.01068556777034,-93.13873610668321
vehicle_205,-E31,E78,59.63943099114243,-156.0594897200063
vehicle_206,E57,-E51,401.8652071705356,-246.54990651510983
vehicle_207,E30,-E43,-35.93445106890289,-185.68042491762327
vehicle_208,-E55,-E79,377.1131307428297,50.02005343337959
vehicle_209,E70,E41,127.61327163019092,-296.7691566113721
vehicle_210,E31,-E43,13.030217516343896,-196.4267272226898
vehicle_211,E53,-E73,163.60018073046166,-157.44084177242638
vehicle_212,-E47,E9,-14.957180310684237,-254.56756007440123
vehicle_213,E78,-E8,-354.9022543741356,-81.25786678624024
vehicle_214,-E72,-E41,-291.0660518257206,0.679469810903754
