VehicleID,EdgeIDp,EdgeID,X,Y
vehicle_0,-E8,-E56,153.60033187715584,-42.453442145494876
vehicle_1,-E55,-E56,401.37904118769103,23.267023426924993
vehicle_2,-E55,-E55,350.00472629928055,47.6910334248476
vehicle_3,-E58,-E62,431.53196568676543,-302.35443760904775
vehicle_4,-E13,E51,52.37003236840809,49.328688295106986
vehicle_5,-E56,-E5,421.91637302723854,57.33573889665314
vehicle_6,-E28,-E52,-0.02577764466542476,-87.33629961116094
vehicle_7,E44,E81,-149.93412292492377,-356.40978599161383
vehicle_8,-E62,-E74,250.43667404318188,-324.206796935827
vehicle_9,-E55,E15,351.6815629543142,-3.808599020468705
vehicle_10,-E74,E81,-437.0504999183484,-197.3784533424068
vehicle_11,-E74,E40,-457.3772261616274,-230.38282997251
vehicle_12,-E54,E74,235.32354409920134,-57.84512804139837
vehicle_13,-E55,-E60,319.6490613184216,-95.32222407477263
vehicle_14,E70,-E84,27.223891859556318,-340.70993892566025
vehicle_15,E51,-E56,3.1358685596364353,-227.27788292453553
vehicle_16,-E74,E59,-493.4361256234394,-296.50546590461477
vehicle_17,E70,-E71,52.49248834429903,-324.07813912054706
vehicle_18,E55,-E42,344.8100795676342,-123.72464467589415
vehicle_19,-E55,E29,403.81246559964103,38.523325375039235
vehicle_20,E60,-E64,278.4313481021583,-358.75919104758424
vehicle_21,E70,-E71,68.53506272224848,-319.0232748790009
vehicle_22,-E37,E51,-143.34617167649492,-254.83317598153158
vehicle_23,-E35,E78,-272.6896522710973,-224.45644235477602
vehicle_24,-E74,-E84,-399.6068726443547,-260.1846077150251
vehicle_25,E84,-E15,-352.8461337151568,-27.68014726016429
vehicle_26,-E54,E34,211.08021504154573,-88.57360897401952
vehicle_27,-E68,E55,237.6908403968792,-260.0920955328281
vehicle_28,E82,-E68,-408.7931382249187,57.868176526513196
vehicle_29,-E55,-E77,316.573746045944,47.23986538168532
vehicle_30,-E81,-E74,-398.2005710721781,-20.392112765351726
vehicle_31,-E40,-E47,-94.9880125142684,-96.53103269391693
vehicle_32,-E66,-E55,238.1179414032237,-140.83457839476603
vehicle_33,-E55,-E37,299.91994210952106,-11.34028650378275
vehicle_34,E71,E77,-206.9755666833143,-9.914864288058425
vehicle_35,-E72,-E65,-290.4391103983801,-30.396304327727307
vehicle_36,-E45,-E52,-111.44121267362476,-334.791764079303
vehicle_37,-E55,E82,297.01493280927633,-70.67488314623552
vehicle_38,E56,-E7,398.9596663409564,-110.4268294476538
vehicle_39,-E16,-E9,102.13574003085142,39.422349122095
vehicle_40,-E52,E63,33.187409394460644,-280.836094906967
vehicle_41,E15,-E56,104.33307943726817,31.642254907371978
vehicle_42,-E43,-E64,-229.24215374107445,-318.21887974209557
vehicle_43,E68,E62,185.90009929875026,-317.39781211533415
vehicle_44,-E72,-E39,-260.79585374710234,-74.28891295496697
vehicle_45,-E28,E39,8.42806238740502,-96.17825504794558
vehicle_46,-E9,-E56,28.916272528855245,-79.10681317328465
vehicle_47,-E74,-E74,-432.9684918781956,-243.63182006062902
vehicle_48,E74,E30,-474.88917114797226,-164.8033320313891
vehicle_49,-E15,E67,197.76048819879048,36.9390994735499
vehicle_50,E8,-E55,82.49524829897342,-28.54710221868413
vehicle_51,E71,-E42,-224.9315958945382,4.438422991521577
vehicle_52,-E74,-E45,-428.72977403655045,-207.66513098962733
vehicle_53,-E52,E72,34.48043564937558,-261.55597836663844
vehicle_54,-E53,-E71,114.53836632355097,-124.45575543069515
vehicle_55,-E54,E59,142.74590701213225,-93.27777912727464
vehicle_56,-E56,-E74,420.10684878407807,-58.13134788121209
vehicle_57,E51,-E83,12.720437767049873,-319.3019469604771
vehicle_58,-E8,-E8,100.5610432721524,-43.98552975403527
vehicle_59,E33,E63,-200.8533400494452,-218.71613730763673
vehicle_60,-E74,-E77,-386.2671475852779,-194.62549059426763
vehicle_61,E74,E70,-427.6304635797809,-170.65748938757898
vehicle_62,E36,-E82,-243.77972009642383,-286.1452416051382
vehicle_63,-E43,-E10,-325.8219598869872,-322.0727797367379
vehicle_64,-E39,E63,-111.68028317788628,-220.06602470441442
vehicle_65,E79,E65,-423.06745796319143,-70.98063251736113
vehicle_66,-E74,-E41,-489.9302828046663,-275.3280337429019
vehicle_67,-E15,-E65,246.54867981600506,42.427757301384986
vehicle_68,-E13,E71,51.31455644867236,53.26621754918932
vehicle_69,E53,E43,128.49871151843143,-199.10682979794242
vehicle_70,E52,-E53,43.403277180670955,-293.15601026905676
vehicle_71,E5,E63,29.476626327714428,1.2196967536005445
vehicle_72,E42,-E33,-370.47707345702787,-300.90644344626014
vehicle_73,-E44,E76,-145.55042207919558,-323.89430947179153
vehicle_74,-E47,E67,-71.24379849918779,-250.7941596664029
vehicle_75,-E36,-E31,-296.2863821041019,-270.8502203842742
vehicle_76,E42,E60,-282.5243738560695,-307.2410937545994
vehicle_77,-E68,E52,263.20424691635293,-271.5143284729779
vehicle_78,E68,E42,181.46771820640203,-322.8575478053899
vehicle_79,-E43,-E55,-407.06853391250064,-323.0676990249553
vehicle_80,E29,E79,-53.528544896962444,-116.14083942376331
vehicle_81,E82,-E10,-451.63962555156183,15.327257350714774
vehicle_82,E67,-E39,214.93425815402492,-161.89286273048515
vehicle_83,E32,-E82,-165.61061582816347,-169.9859173282099
vehicle_84,E62,-E77,297.8653127655554,-337.0702087257511
vehicle_85,-E84,-E50,-345.0018017187589,69.62433714519597
vehicle_86,-E75,E59,-496.27320427569424,-137.956839632118
vehicle_87,E70,-E7,121.08010238232004,-353.1170044194221
vehicle_88,E37,-E65,-153.27503963667579,-279.0234862844101
vehicle_89,-E68,E79,186.17234103499226,-271.8592242732872
vehicle_90,E60,-E9,218.6108520215559,-327.375833190064
vehicle_91,E59,E39,373.2615600229739,-364.4118142966027
vehicle_92,-E14,-E14,125.81520348330974,86.91199091682
vehicle_93,-E29,-E64,-71.39310808802497,-138.3253565000169
vehicle_94,-E8,-E83,85.4730706312028,-57.81390587972163
vehicle_95,E54,-E63,190.4056174350638,-120.37950967871842
vehicle_96,-E63,-E83,321.7033885137491,-269.32879987918113
vehicle_97,E67,E35,154.85352505371446,-189.07912449511397
